Date,PG,IBM,GE,F
1996-09-23,14.068001,22.504085999999997,8.082982000000001,6.295516
1996-09-24,14.274329000000002,22.48144,8.20857,6.220571
1996-09-25,14.386870000000002,22.9116,8.356985,6.195588
1996-09-26,14.461904999999998,22.526730999999998,8.295941000000001,6.1456230000000005
1996-09-27,14.518173,22.594646,8.399215,6.120641
1996-09-30,14.630720000000002,22.54937,8.353311999999999,6.245553
1996-10-01,14.668239000000002,22.413525,8.318891,6.320498000000001
1996-10-02,14.593202,22.798409,8.43363,6.34548
1996-10-03,14.724506,22.639931,8.43363,6.245553
1996-10-04,14.987117000000001,22.934248,8.5828,6.320498000000001
1996-10-07,14.837055,23.160656,8.640172,6.370463
1996-10-08,14.611964000000002,23.251198000000002,8.571327,6.370463
1996-10-09,14.480671,22.866327,8.525432,6.34548
1996-10-10,14.311846,23.13801,8.445109,6.34548
1996-10-11,14.199302,23.522884,8.663122,6.395447
1996-10-14,14.330604000000001,23.545532,8.720492,6.5703190000000005
1996-10-15,14.593202,23.45496,8.743446,6.645264999999999
1996-10-16,14.472598999999999,23.115357999999997,8.720492,6.4703919999999995
1996-10-17,14.698734,22.753124,8.73197,6.370463
1996-10-18,14.943710000000001,23.432318,8.73197,6.34548
1996-10-21,14.585668,23.568167000000003,8.789337,6.320498000000001
1996-10-22,14.642204999999999,23.002160999999997,8.777863,6.295516
1996-10-23,14.510291,23.409685,8.858186,6.270535
1996-10-24,14.171084,23.070076,8.82376,6.270535
1996-10-25,14.171084,22.9116,8.800814,6.245553
1996-10-28,14.359535999999999,23.070076,8.720492,6.220571
